plug_label,colony_id,treatment,bleach_treat,symbiont_treat,bleach_bath,tank,position,treat_tank,full,y,x,coord_plot
10,A,C,C,C,D,1,32,C_1,C_1_32,6,4,"6, 4"
85,A,C,C,C,D,2,19,C_2,C_2_19,4,2,"4, 2"
26,A,C,C,C,D,1,21,C_1,C_1_21,4,6,"4, 6"
133,A,C,C,C,D,1,5,C_1,C_1_5,1,9,"1, 9"
122,A,C,C,C,D,2,37,C_2,C_2_37,7,1,"7, 1"
172,A,L_RIC,Low,RIC,B,2,40,L_RIC_2,L_RIC_2_40,7,7,"7, 7"
149,A,L_RIC,Low,RIC,B,2,4,L_RIC_2,L_RIC_2_4,1,7,"1, 7"
17,A,L_RIC,Low,RIC,A,1,28,L_RIC_1,L_RIC_1_28,5,7,"5, 7"
123,A,L_RIC,Low,RIC,C,3,33,L_RIC_3,L_RIC_3_33,6,6,"6, 6"
55,A,L_RIC,Low,RIC,A,1,11,L_RIC_1,L_RIC_1_11,2,10,"2, 10"
87,A,L_SD,Low,SD,A,1,4,L_SD_1,L_SD_1_4,1,7,"1, 7"
30,A,L_SD,Low,SD,B,2,19,L_SD_2,L_SD_2_19,4,2,"4, 2"
113,A,L_SD,Low,SD,A,1,35,L_SD_1,L_SD_1_35,6,10,"6, 10"
162,A,L_SD,Low,SD,A,1,39,L_SD_1,L_SD_1_39,7,5,"7, 5"
100,A,L_SD,Low,SD,C,3,38,L_SD_3,L_SD_3_38,7,3,"7, 3"
4,A,L_SS8,Low,SS8,A,1,7,L_SS8_1,L_SS8_1_7,2,2,"2, 2"
77,A,L_SS8,Low,SS8,B,2,35,L_SS8_2,L_SS8_2_35,6,10,"6, 10"
92,A,L_SS8,Low,SS8,B,2,24,L_SS8_2,L_SS8_2_24,4,12,"4, 12"
11,A,L_SS8,Low,SS8,C,3,3,L_SS8_3,L_SS8_3_3,1,5,"1, 5"
61,A,L_SS8,Low,SS8,C,3,14,L_SS8_3,L_SS8_3_14,3,3,"3, 3"
67,A,M_RIC,Medium,RIC,B,2,8,M_RIC_2,M_RIC_2_8,2,4,"2, 4"
47,A,M_RIC,Medium,RIC,B,2,33,M_RIC_2,M_RIC_2_33,6,6,"6, 6"
42,A,M_RIC,Medium,RIC,C,3,11,M_RIC_3,M_RIC_3_11,2,10,"2, 10"
23,A,M_RIC,Medium,RIC,B,2,2,M_RIC_2,M_RIC_2_2,1,3,"1, 3"
22,A,M_RIC,Medium,RIC,A,1,38,M_RIC_1,M_RIC_1_38,7,3,"7, 3"
124,A,M_SD,Medium,SD,C,3,9,M_SD_3,M_SD_3_9,2,6,"2, 6"
135,A,M_SD,Medium,SD,C,3,34,M_SD_3,M_SD_3_34,6,8,"6, 8"
150,A,M_SD,Medium,SD,B,2,30,M_SD_2,M_SD_2_30,5,11,"5, 11"
73,A,M_SD,Medium,SD,C,3,42,M_SD_3,M_SD_3_42,7,11,"7, 11"
111,A,M_SD,Medium,SD,C,3,28,M_SD_3,M_SD_3_28,5,7,"5, 7"
129,A,M_SS8,Medium,SS8,A,1,37,M_SS8_1,M_SS8_1_37,7,1,"7, 1"
5,A,M_SS8,Medium,SS8,C,3,40,M_SS8_3,M_SS8_3_40,7,7,"7, 7"
44,A,M_SS8,Medium,SS8,C,3,10,M_SS8_3,M_SS8_3_10,2,8,"2, 8"
58,A,M_SS8,Medium,SS8,B,2,30,M_SS8_2,M_SS8_2_30,5,11,"5, 11"
14,A,M_SS8,Medium,SS8,C,3,21,M_SS8_3,M_SS8_3_21,4,6,"4, 6"
107,A,S_RIC,Severe,RIC,C,3,33,S_RIC_3,S_RIC_3_33,6,6,"6, 6"
132,A,S_RIC,Severe,RIC,C,3,32,S_RIC_3,S_RIC_3_32,6,4,"6, 4"
114,A,S_RIC,Severe,RIC,A,1,37,S_RIC_1,S_RIC_1_37,7,1,"7, 1"
6,A,S_RIC,Severe,RIC,B,2,40,S_RIC_2,S_RIC_2_40,7,7,"7, 7"
15,A,S_RIC,Severe,RIC,B,2,14,S_RIC_2,S_RIC_2_14,3,3,"3, 3"
41,A,S_SD,Severe,SD,B,2,1,S_SD_2,S_SD_2_1,1,1,"1, 1"
134,A,S_SD,Severe,SD,A,1,18,S_SD_1,S_SD_1_18,3,11,"3, 11"
90,A,S_SD,Severe,SD,B,2,20,S_SD_2,S_SD_2_20,4,4,"4, 4"
96,A,S_SD,Severe,SD,A,1,15,S_SD_1,S_SD_1_15,3,5,"3, 5"
155,A,S_SD,Severe,SD,B,2,26,S_SD_2,S_SD_2_26,5,3,"5, 3"
86,A,S_SS8,Severe,SS8,C,3,22,S_SS8_3,S_SS8_3_22,4,8,"4, 8"
16,A,S_SS8,Severe,SS8,B,2,38,S_SS8_2,S_SS8_2_38,7,3,"7, 3"
1,A,S_SS8,Severe,SS8,C,3,17,S_SS8_3,S_SS8_3_17,3,9,"3, 9"
144,A,S_SS8,Severe,SS8,B,2,40,S_SS8_2,S_SS8_2_40,7,7,"7, 7"
98,A,S_SS8,Severe,SS8,C,3,1,S_SS8_3,S_SS8_3_1,1,1,"1, 1"
215,B,C,C,C,D,1,16,C_1,C_1_16,3,7,"3, 7"
177,B,C,C,C,D,2,15,C_2,C_2_15,3,5,"3, 5"
330,B,C,C,C,D,2,32,C_2,C_2_32,6,4,"6, 4"
273,B,C,C,C,D,3,7,C_3,C_3_7,2,2,"2, 2"
324,B,C,C,C,D,2,10,C_2,C_2_10,2,8,"2, 8"
197,B,L_RIC,Low,RIC,B,2,35,L_RIC_2,L_RIC_2_35,6,10,"6, 10"
289,B,L_RIC,Low,RIC,A,1,25,L_RIC_1,L_RIC_1_25,5,1,"5, 1"
325,B,L_RIC,Low,RIC,A,1,20,L_RIC_1,L_RIC_1_20,4,4,"4, 4"
268,B,L_RIC,Low,RIC,C,3,40,L_RIC_3,L_RIC_3_40,7,7,"7, 7"
190,B,L_RIC,Low,RIC,B,2,16,L_RIC_2,L_RIC_2_16,3,7,"3, 7"
280,B,L_SD,Low,SD,A,1,2,L_SD_1,L_SD_1_2,1,3,"1, 3"
276,B,L_SD,Low,SD,B,2,33,L_SD_2,L_SD_2_33,6,6,"6, 6"
252,B,L_SD,Low,SD,A,1,15,L_SD_1,L_SD_1_15,3,5,"3, 5"
194,B,L_SD,Low,SD,B,2,10,L_SD_2,L_SD_2_10,2,8,"2, 8"
297,B,L_SD,Low,SD,B,2,5,L_SD_2,L_SD_2_5,1,9,"1, 9"
313,B,L_SS8,Low,SS8,C,3,5,L_SS8_3,L_SS8_3_5,1,9,"1, 9"
292,B,L_SS8,Low,SS8,C,3,11,L_SS8_3,L_SS8_3_11,2,10,"2, 10"
305,B,L_SS8,Low,SS8,B,2,33,L_SS8_2,L_SS8_2_33,6,6,"6, 6"
298,B,L_SS8,Low,SS8,B,2,36,L_SS8_2,L_SS8_2_36,6,12,"6, 12"
232,B,L_SS8,Low,SS8,C,3,15,L_SS8_3,L_SS8_3_15,3,5,"3, 5"
246,B,M_RIC,Medium,RIC,B,2,24,M_RIC_2,M_RIC_2_24,4,12,"4, 12"
203,B,M_RIC,Medium,RIC,B,2,1,M_RIC_2,M_RIC_2_1,1,1,"1, 1"
285,B,M_RIC,Medium,RIC,C,3,42,M_RIC_3,M_RIC_3_42,7,11,"7, 11"
279,B,M_RIC,Medium,RIC,C,3,21,M_RIC_3,M_RIC_3_21,4,6,"4, 6"
290,B,M_RIC,Medium,RIC,C,3,32,M_RIC_3,M_RIC_3_32,6,4,"6, 4"
257,B,M_SD,Medium,SD,A,1,38,M_SD_1,M_SD_1_38,7,3,"7, 3"
278,B,M_SD,Medium,SD,A,1,21,M_SD_1,M_SD_1_21,4,6,"4, 6"
214,B,M_SD,Medium,SD,C,3,23,M_SD_3,M_SD_3_23,4,10,"4, 10"
315,B,M_SD,Medium,SD,B,2,14,M_SD_2,M_SD_2_14,3,3,"3, 3"
322,B,M_SD,Medium,SD,C,3,35,M_SD_3,M_SD_3_35,6,10,"6, 10"
239,B,M_SS8,Medium,SS8,A,1,15,M_SS8_1,M_SS8_1_15,3,5,"3, 5"
262,B,M_SS8,Medium,SS8,A,1,16,M_SS8_1,M_SS8_1_16,3,7,"3, 7"
244,B,M_SS8,Medium,SS8,B,2,14,M_SS8_2,M_SS8_2_14,3,3,"3, 3"
318,B,M_SS8,Medium,SS8,A,1,14,M_SS8_1,M_SS8_1_14,3,3,"3, 3"
233,B,M_SS8,Medium,SS8,B,2,13,M_SS8_2,M_SS8_2_13,3,1,"3, 1"
321,B,S_RIC,Severe,RIC,C,3,9,S_RIC_3,S_RIC_3_9,2,6,"2, 6"
317,B,S_RIC,Severe,RIC,C,3,11,S_RIC_3,S_RIC_3_11,2,10,"2, 10"
206,B,S_RIC,Severe,RIC,A,1,26,S_RIC_1,S_RIC_1_26,5,3,"5, 3"
326,B,S_RIC,Severe,RIC,A,1,1,S_RIC_1,S_RIC_1_1,1,1,"1, 1"
240,B,S_RIC,Severe,RIC,A,1,13,S_RIC_1,S_RIC_1_13,3,1,"3, 1"
293,B,S_SD,Severe,SD,A,1,11,S_SD_1,S_SD_1_11,2,10,"2, 10"
316,B,S_SD,Severe,SD,C,3,29,S_SD_3,S_SD_3_29,5,9,"5, 9"
195,B,S_SD,Severe,SD,C,3,30,S_SD_3,S_SD_3_30,5,11,"5, 11"
184,B,S_SD,Severe,SD,B,2,32,S_SD_2,S_SD_2_32,6,4,"6, 4"
275,B,S_SD,Severe,SD,C,3,38,S_SD_3,S_SD_3_38,7,3,"7, 3"
222,B,S_SS8,Severe,SS8,B,2,5,S_SS8_2,S_SS8_2_5,1,9,"1, 9"
319,B,S_SS8,Severe,SS8,C,3,23,S_SS8_3,S_SS8_3_23,4,10,"4, 10"
329,B,S_SS8,Severe,SS8,B,2,11,S_SS8_2,S_SS8_2_11,2,10,"2, 10"
221,B,S_SS8,Severe,SS8,C,3,15,S_SS8_3,S_SS8_3_15,3,5,"3, 5"
211,B,S_SS8,Severe,SS8,B,2,6,S_SS8_2,S_SS8_2_6,1,11,"1, 11"
448,C,C,C,C,D,2,24,C_2,C_2_24,4,12,"4, 12"
385,C,C,C,C,D,1,2,C_1,C_1_2,1,3,"1, 3"
564,C,C,C,C,D,1,15,C_1,C_1_15,3,5,"3, 5"
402,C,C,C,C,D,3,14,C_3,C_3_14,3,3,"3, 3"
591,C,C,C,C,D,1,26,C_1,C_1_26,5,3,"5, 3"
506,C,L_RIC,Low,RIC,A,1,29,L_RIC_1,L_RIC_1_29,5,9,"5, 9"
519,C,L_RIC,Low,RIC,C,3,26,L_RIC_3,L_RIC_3_26,5,3,"5, 3"
575,C,L_RIC,Low,RIC,B,2,28,L_RIC_2,L_RIC_2_28,5,7,"5, 7"
491,C,L_RIC,Low,RIC,B,2,14,L_RIC_2,L_RIC_2_14,3,3,"3, 3"
413,C,L_RIC,Low,RIC,A,1,5,L_RIC_1,L_RIC_1_5,1,9,"1, 9"
431,C,L_SD,Low,SD,A,1,12,L_SD_1,L_SD_1_12,2,12,"2, 12"
555,C,L_SD,Low,SD,A,1,34,L_SD_1,L_SD_1_34,6,8,"6, 8"
493,C,L_SD,Low,SD,B,2,32,L_SD_2,L_SD_2_32,6,4,"6, 4"
338,C,L_SD,Low,SD,A,1,26,L_SD_1,L_SD_1_26,5,3,"5, 3"
553,C,L_SD,Low,SD,B,2,25,L_SD_2,L_SD_2_25,5,1,"5, 1"
418,C,L_SS8,Low,SS8,C,3,4,L_SS8_3,L_SS8_3_4,1,7,"1, 7"
529,C,L_SS8,Low,SS8,C,3,33,L_SS8_3,L_SS8_3_33,6,6,"6, 6"
498,C,L_SS8,Low,SS8,A,1,25,L_SS8_1,L_SS8_1_25,5,1,"5, 1"
475,C,L_SS8,Low,SS8,C,3,25,L_SS8_3,L_SS8_3_25,5,1,"5, 1"
421,C,L_SS8,Low,SS8,C,3,39,L_SS8_3,L_SS8_3_39,7,5,"7, 5"
464,C,M_RIC,Medium,RIC,C,3,25,M_RIC_3,M_RIC_3_25,5,1,"5, 1"
387,C,M_RIC,Medium,RIC,B,2,32,M_RIC_2,M_RIC_2_32,6,4,"6, 4"
517,C,M_RIC,Medium,RIC,C,3,15,M_RIC_3,M_RIC_3_15,3,5,"3, 5"
424,C,M_RIC,Medium,RIC,C,3,29,M_RIC_3,M_RIC_3_29,5,9,"5, 9"
569,C,M_RIC,Medium,RIC,B,2,38,M_RIC_2,M_RIC_2_38,7,3,"7, 3"
520,C,M_SD,Medium,SD,A,1,36,M_SD_1,M_SD_1_36,6,12,"6, 12"
524,C,M_SD,Medium,SD,C,3,29,M_SD_3,M_SD_3_29,5,9,"5, 9"
428,C,M_SD,Medium,SD,B,2,21,M_SD_2,M_SD_2_21,4,6,"4, 6"
386,C,M_SD,Medium,SD,C,3,2,M_SD_3,M_SD_3_2,1,3,"1, 3"
471,C,M_SD,Medium,SD,C,3,18,M_SD_3,M_SD_3_18,3,11,"3, 11"
495,C,M_SS8,Medium,SS8,C,3,23,M_SS8_3,M_SS8_3_23,4,10,"4, 10"
394,C,M_SS8,Medium,SS8,A,1,36,M_SS8_1,M_SS8_1_36,6,12,"6, 12"
441,C,M_SS8,Medium,SS8,C,3,27,M_SS8_3,M_SS8_3_27,5,5,"5, 5"
401,C,M_SS8,Medium,SS8,A,1,33,M_SS8_1,M_SS8_1_33,6,6,"6, 6"
541,C,M_SS8,Medium,SS8,C,3,13,M_SS8_3,M_SS8_3_13,3,1,"3, 1"
392,C,S_RIC,Severe,RIC,C,3,25,S_RIC_3,S_RIC_3_25,5,1,"5, 1"
547,C,S_RIC,Severe,RIC,A,1,8,S_RIC_1,S_RIC_1_8,2,4,"2, 4"
429,C,S_RIC,Severe,RIC,A,1,4,S_RIC_1,S_RIC_1_4,1,7,"1, 7"
477,C,S_RIC,Severe,RIC,B,2,12,S_RIC_2,S_RIC_2_12,2,12,"2, 12"
348,C,S_RIC,Severe,RIC,B,2,8,S_RIC_2,S_RIC_2_8,2,4,"2, 4"
414,C,S_SD,Severe,SD,A,1,42,S_SD_1,S_SD_1_42,7,11,"7, 11"
593,C,S_SD,Severe,SD,B,2,11,S_SD_2,S_SD_2_11,2,10,"2, 10"
430,C,S_SD,Severe,SD,B,2,13,S_SD_2,S_SD_2_13,3,1,"3, 1"
489,C,S_SD,Severe,SD,B,2,5,S_SD_2,S_SD_2_5,1,9,"1, 9"
357,C,S_SD,Severe,SD,C,3,5,S_SD_3,S_SD_3_5,1,9,"1, 9"
466,C,S_SS8,Severe,SS8,A,1,9,S_SS8_1,S_SS8_1_9,2,6,"2, 6"
378,C,S_SS8,Severe,SS8,C,3,2,S_SS8_3,S_SS8_3_2,1,3,"1, 3"
548,C,S_SS8,Severe,SS8,B,2,13,S_SS8_2,S_SS8_2_13,3,1,"3, 1"
478,C,S_SS8,Severe,SS8,C,3,42,S_SS8_3,S_SS8_3_42,7,11,"7, 11"
559,C,S_SS8,Severe,SS8,B,2,9,S_SS8_2,S_SS8_2_9,2,6,"2, 6"
682,D,C,C,C,D,2,36,C_2,C_2_36,6,12,"6, 12"
816,D,C,C,C,D,3,5,C_3,C_3_5,1,9,"1, 9"
720,D,C,C,C,D,2,27,C_2,C_2_27,5,5,"5, 5"
791,D,C,C,C,D,3,4,C_3,C_3_4,1,7,"1, 7"
